repository,stars,created_at,age_days,age_years,total_accepted_pull_requests,total_releases,pushed_at,days_since_last_update,primary_language,issues_open,issues_closed,issues_closed_ratio
codecrafters-io/build-your-own-x,540722,2018-05-09T12:03:18Z,3023,8.28,157,0,2026-07-14T19:25:58Z,34,Markdown,270,677,0.715
sindresorhus/awesome,497209,2014-07-11T13:42:37Z,4420,12.1,700,0,2026-06-30T18:21:16Z,48,N/A,16,352,0.957
public-apis/public-apis,463751,2016-03-20T23:49:42Z,3802,10.41,2137,0,2026-08-17T21:04:12Z,0,Python,27,910,0.971
freeCodeCamp/freeCodeCamp,454238,2014-12-24T17:49:19Z,4254,11.65,29109,0,2026-08-18T08:13:30Z,0,TypeScript,164,21894,0.993
EbookFoundation/free-programming-books,394666,2013-10-11T06:50:37Z,4694,12.85,7422,0,2026-08-18T10:18:08Z,0,Python,38,1255,0.971
openclaw/openclaw,386624,2025-11-24T10:16:47Z,267,0.73,26034,234,2026-08-18T12:45:23Z,0,TypeScript,3471,43985,0.927
nilbuild/developer-roadmap,364808,2017-03-15T13:45:52Z,3442,9.42,4399,1,2026-08-18T11:56:04Z,0,TypeScript,0,3185,1.0
donnemartin/system-design-primer,364578,2017-02-26T16:15:28Z,3459,9.47,210,0,2026-03-20T01:52:19Z,151,Python,274,127,0.317
jwasham/coding-interview-university,359116,2016-06-06T02:34:12Z,3725,10.2,415,0,2025-08-28T14:42:47Z,354,N/A,81,455,0.849
vinta/awesome-python,314608,2014-06-27T21:00:06Z,4434,12.14,741,0,2026-08-16T13:31:43Z,1,Python,0,0,N/A
awesome-selfhosted/awesome-selfhosted,313412,2015-06-01T02:33:17Z,4096,11.21,0,1,2026-08-17T08:30:25Z,1,N/A,0,0,N/A
practical-tutorials/project-based-learning,279707,2017-04-12T05:07:46Z,3415,9.35,194,0,2026-08-17T06:46:47Z,1,Python,151,88,0.368
996icu/996.ICU,276689,2019-03-26T07:31:14Z,2702,7.4,1072,0,2025-08-22T06:01:29Z,361,N/A,0,0,N/A
obra/superpowers,273483,2025-10-09T19:45:18Z,312,0.85,167,12,2026-08-13T00:36:31Z,5,Shell,151,701,0.823
react/react,247403,2013-05-24T16:15:54Z,4833,13.23,13034,132,2026-08-17T11:16:23Z,1,JavaScript,817,13801,0.944
torvalds/linux,243152,2011-09-04T22:48:12Z,5461,14.95,0,0,2026-08-18T03:57:01Z,0,C,0,0,N/A
affaan-m/ECC,240830,2026-01-18T00:51:51Z,212,0.58,997,15,2026-08-17T04:55:56Z,1,JavaScript,42,667,0.941
trimstray/the-book-of-secret-knowledge,238954,2018-06-23T10:43:14Z,2978,8.15,122,0,2024-11-19T14:00:38Z,636,N/A,0,0,N/A
NousResearch/hermes-agent,232335,2025-07-22T22:22:28Z,391,1.07,11140,28,2026-08-18T11:22:47Z,0,Python,11076,11249,0.504
TheAlgorithms/Python,223830,2016-07-16T09:44:01Z,3685,10.09,3088,0,2026-08-03T18:44:56Z,14,Python,143,1606,0.918
mattpocock/skills,221019,2026-02-03T11:15:53Z,196,0.54,90,7,2026-08-17T07:54:42Z,1,Shell,357,304,0.46
vuejs/vue,210238,2013-07-29T03:24:51Z,4768,13.05,1136,249,2024-10-10T07:24:15Z,677,TypeScript,365,9670,0.964
ossu/computer-science,208112,2014-05-04T00:18:39Z,4489,12.29,315,0,2026-07-14T05:38:25Z,35,HTML,17,658,0.975
multica-ai/andrej-karpathy-skills,203527,2026-01-27T03:53:13Z,203,0.56,12,0,2026-04-20T10:05:04Z,120,N/A,0,0,N/A
n8n-io/n8n,201071,2019-06-22T09:24:21Z,2614,7.16,20088,764,2026-08-18T12:45:46Z,0,TypeScript,337,9689,0.966
anomalyco/opencode,198694,2025-04-30T20:08:00Z,474,1.3,7299,860,2026-08-18T12:30:14Z,0,TypeScript,3930,20051,0.836
tensorflow/tensorflow,197035,2015-11-07T01:19:20Z,3937,10.78,48928,222,2026-08-18T12:42:45Z,0,C++,774,40925,0.981
trekhleb/javascript-algorithms,196508,2018-03-24T07:47:04Z,3069,8.4,309,0,2026-07-26T02:43:08Z,23,JavaScript,135,238,0.638
ultraworkers/claw-code,195079,2026-03-31T08:58:08Z,140,0.38,143,0,2026-08-16T06:18:45Z,2,Rust,16,2195,0.993
DigitalPlatDev/FreeDomain,194085,2024-05-30T13:23:00Z,809,2.21,0,0,2026-08-12T10:36:46Z,6,Markdown,0,0,N/A
ohmyzsh/ohmyzsh,189238,2009-08-28T18:15:37Z,6198,16.97,3653,0,2026-08-17T21:45:08Z,0,Shell,154,4925,0.97
microsoft/vscode,188896,2015-09-03T20:23:38Z,4001,10.95,52079,233,2026-08-18T12:28:47Z,0,TypeScript,17542,233567,0.93
massgravel/Microsoft-Activation-Scripts,187421,2020-01-12T23:03:34Z,2409,6.6,7,31,2026-07-04T16:54:38Z,44,Batchfile,6,1067,0.994
Significant-Gravitas/AutoGPT,186665,2023-03-16T09:21:07Z,1251,3.43,4772,117,2026-08-18T11:59:22Z,0,Python,288,3651,0.927
CyC2018/CS-Notes,185424,2018-02-13T14:56:24Z,3107,8.51,374,0,2024-08-21T09:40:10Z,727,N/A,130,449,0.775
jackfrued/Python-100-Days,185320,2018-03-01T16:05:52Z,3091,8.46,13,0,2026-07-29T15:18:29Z,19,Jupyter Notebook,536,193,0.265
yt-dlp/yt-dlp,185267,2020-10-26T04:22:55Z,2122,5.81,3402,135,2026-08-18T12:10:11Z,0,Python,1968,9948,0.835
getify/You-Dont-Know-JS,184706,2013-11-16T02:37:24Z,4658,12.75,370,0,2026-02-15T04:36:44Z,184,N/A,0,947,1.0
avelino/awesome-go,181373,2014-07-06T13:42:15Z,4425,12.11,3871,0,2026-08-16T12:09:33Z,2,Go,23,736,0.97
ollama/ollama,178862,2023-06-26T19:39:32Z,1148,3.14,3524,245,2026-08-16T16:49:36Z,1,Go,2420,8587,0.78
flutter/flutter,178460,2015-03-06T22:54:58Z,4182,11.45,49607,7,2026-08-18T12:26:23Z,0,Dart,12582,102623,0.891
github/gitignore,175361,2010-11-08T20:17:14Z,5761,15.77,1779,0,2026-07-23T16:06:45Z,25,N/A,0,0,N/A
twbs/bootstrap,174610,2011-07-29T21:19:00Z,5498,15.05,9481,94,2026-08-18T09:04:43Z,0,MDX,104,22838,0.995
microsoft/markitdown,174403,2024-11-13T19:56:40Z,642,1.76,183,20,2026-07-29T18:18:09Z,19,Python,389,181,0.318
521xueweihan/HelloGitHub,171513,2016-05-04T06:24:11Z,3758,10.29,17,68,2026-08-02T07:58:25Z,16,Python,611,2708,0.816
anthropics/skills,170188,2025-09-22T15:53:31Z,329,0.9,49,0,2026-08-18T12:26:22Z,0,Python,316,49,0.134
firecrawl/firecrawl,168903,2024-04-15T21:02:29Z,854,2.34,1932,35,2026-08-18T07:52:13Z,0,TypeScript,67,885,0.93
f/prompts.chat,167398,2022-12-05T13:54:13Z,1351,3.7,236,0,2026-08-18T03:20:31Z,0,HTML,20,152,0.884
AUTOMATIC1111/stable-diffusion-webui,164556,2022-08-22T14:05:26Z,1456,3.99,1875,27,2026-03-02T07:00:53Z,169,Python,2422,5491,0.694
huggingface/transformers,164217,2018-10-29T13:56:00Z,2849,7.8,20202,268,2026-08-18T12:09:38Z,0,Python,876,18448,0.955
jlevy/the-art-of-command-line,162119,2015-05-20T15:11:03Z,4107,11.24,317,0,2024-06-25T18:13:44Z,783,N/A,126,138,0.523
Snailclimb/JavaGuide,157854,2018-05-07T13:27:00Z,3024,8.28,1270,0,2026-08-17T08:45:22Z,1,JavaScript,58,1100,0.95
deepseek-ai/deepseek-harness,157847,2026-08-13T11:56:32Z,5,0.01,0,1,2026-08-17T12:01:58Z,1,TypeScript,0,0,N/A
langflow-ai/langflow,153411,2023-02-08T22:28:03Z,1286,3.52,7291,303,2026-08-18T12:42:33Z,0,Python,214,3208,0.937
langgenius/dify,152794,2023-04-12T07:40:24Z,1224,3.35,13406,168,2026-08-18T12:43:00Z,0,TypeScript,283,18358,0.985
open-webui/open-webui,149121,2023-10-06T22:08:27Z,1046,2.86,4058,167,2026-08-17T20:56:30Z,0,Python,195,9193,0.979
airbnb/javascript,148134,2012-11-01T23:13:50Z,5037,13.79,822,0,2026-04-16T19:24:09Z,123,JavaScript,100,1316,0.929
Genymobile/scrcpy,147845,2017-11-21T18:00:27Z,3191,8.74,153,52,2026-08-17T10:27:07Z,1,C,2792,3355,0.546
msitarzewski/agency-agents,146060,2025-10-13T12:12:29Z,309,0.85,222,0,2026-08-06T13:29:47Z,11,Shell,58,87,0.6
langchain-ai/langchain,144472,2022-10-17T02:58:36Z,1401,3.84,17252,1000,2026-08-18T08:11:47Z,0,Python,328,9658,0.967
x1xhlol/system-prompts-and-models-of-ai-tools,142885,2025-03-05T16:38:29Z,530,1.45,52,0,2026-08-11T13:01:09Z,6,N/A,91,121,0.571
yangshun/tech-interview-handbook,141952,2016-07-05T05:00:48Z,3696,10.12,494,0,2026-08-07T12:06:42Z,11,TypeScript,34,92,0.73
anthropics/claude-code,141848,2025-02-22T17:41:21Z,541,1.48,162,190,2026-08-17T20:20:58Z,0,Python,14160,70717,0.833
vercel/next.js,141845,2016-10-05T23:32:51Z,3603,9.86,28204,1000,2026-08-18T12:45:31Z,0,JavaScript,1974,23221,0.922
ytdl-org/youtube-dl,140968,2010-10-31T14:35:07Z,5769,15.79,1646,341,2026-02-19T16:45:25Z,179,Python,3627,23204,0.865
clash-verge-rev/clash-verge-rev,138585,2023-11-21T18:24:03Z,1000,2.74,1013,67,2026-08-18T12:29:27Z,0,TypeScript,383,5419,0.934
microsoft/PowerToys,137838,2019-05-01T17:44:02Z,2665,7.3,7009,140,2026-08-18T12:18:07Z,0,C,7381,33760,0.821
iptv-org/iptv,136074,2018-11-14T22:00:57Z,2833,7.76,6996,0,2026-08-18T11:32:00Z,0,TypeScript,21,34438,0.999
golang/go,135884,2014-08-19T04:33:40Z,4382,12.0,1,0,2026-08-17T23:33:37Z,0,Go,9718,63145,0.867
labuladong/fucking-algorithm,135365,2020-02-19T09:01:23Z,2372,6.49,244,0,2026-02-28T10:07:31Z,171,Markdown,0,981,1.0
Shubhamsaboo/awesome-llm-apps,133080,2024-04-29T05:30:25Z,841,2.3,242,0,2026-08-17T02:42:50Z,1,Python,6,168,0.966
ripienaar/free-for-dev,132113,2015-03-18T21:06:26Z,4170,11.42,3080,0,2026-08-17T11:45:22Z,1,HTML,0,0,N/A
github/spec-kit,130006,2025-08-21T22:54:31Z,361,0.99,1391,212,2026-08-18T12:29:37Z,0,Python,153,1356,0.899
excalidraw/excalidraw,129936,2020-01-02T01:04:43Z,2420,6.63,3961,15,2026-08-16T15:30:04Z,1,TypeScript,2260,2650,0.54
krahets/hello-algo,129451,2022-11-04T11:08:34Z,1383,3.79,996,10,2026-08-17T20:58:58Z,0,Java,14,278,0.952
Chalarangelo/30-seconds-of-code,128733,2017-11-29T17:35:03Z,3183,8.71,855,12,2026-08-08T05:23:45Z,10,JavaScript,0,300,1.0
garrytan/gstack,128501,2026-03-11T21:22:45Z,159,0.44,306,0,2026-08-17T21:37:41Z,0,TypeScript,304,461,0.603
Comfy-Org/ComfyUI,128239,2023-01-17T03:15:56Z,1309,3.58,3156,153,2026-08-18T11:08:13Z,0,Python,4101,5043,0.552
farion1231/cc-switch,128018,2025-08-04T14:16:16Z,378,1.03,458,51,2026-08-18T08:57:45Z,0,Rust,1483,3178,0.682
react/react-native,126354,2015-01-09T18:10:16Z,4238,11.6,999,471,2026-08-18T12:38:41Z,0,C++,676,27104,0.976
kubernetes/kubernetes,124572,2014-06-06T22:56:04Z,4455,12.2,65648,810,2026-08-17T18:51:47Z,0,Go,1839,47699,0.963
ggml-org/llama.cpp,124475,2023-03-10T18:58:00Z,1256,3.44,9731,1000,2026-08-18T11:35:17Z,0,C++,752,8771,0.921
electron/electron,122544,2013-04-12T01:47:36Z,4876,13.35,26612,1000,2026-08-18T12:23:49Z,0,C++,684,21141,0.969
shadcn-ui/ui,121552,2023-01-04T12:43:27Z,1322,3.62,1438,117,2026-08-18T05:50:01Z,0,TypeScript,1065,3170,0.749
rustdesk/rustdesk,121150,2020-09-28T15:36:08Z,2149,5.88,4208,39,2026-08-18T07:02:50Z,0,Rust,81,4226,0.981
nodejs/node,119008,2014-11-26T19:57:11Z,4282,11.72,13210,512,2026-08-18T09:34:43Z,0,JavaScript,703,20071,0.966
Hack-with-Github/Awesome-Hacking,118542,2016-03-30T15:47:10Z,3792,10.38,41,0,2026-07-26T03:29:02Z,23,N/A,0,0,N/A
justjavac/free-programming-books-zh_CN,118376,2013-11-04T01:59:19Z,4670,12.79,300,3,2026-07-29T00:39:06Z,20,N/A,0,0,N/A
microsoft/generative-ai-for-beginners,117993,2023-06-19T16:28:59Z,1155,3.16,601,0,2026-08-13T03:43:40Z,5,Jupyter Notebook,0,244,1.0
nextlevelbuilder/ui-ux-pro-max-skill,117819,2025-11-30T11:36:31Z,261,0.71,138,41,2026-08-13T17:10:11Z,4,Python,39,134,0.775
godotengine/godot,115810,2014-01-04T16:05:36Z,4608,12.62,43368,71,2026-08-18T12:10:32Z,0,C++,13400,49945,0.788
rust-lang/rust,115585,2010-06-16T20:39:03Z,5906,16.17,73560,153,2026-08-18T12:36:18Z,0,Rust,11367,52170,0.821
mrdoob/three.js,114586,2010-03-23T18:58:01Z,5991,16.4,15996,177,2026-08-18T12:37:58Z,0,JavaScript,245,13493,0.982
2dust/v2rayN,114118,2019-07-30T03:47:24Z,2576,7.05,602,333,2026-08-17T06:33:33Z,1,C#,18,7118,0.997
d3/d3,113483,2010-09-27T17:22:42Z,5803,15.89,495,194,2026-05-28T14:43:01Z,81,Shell,5,2242,0.998
immich-app/immich,111498,2022-02-03T15:56:27Z,1656,4.53,10008,305,2026-08-18T11:56:58Z,0,TypeScript,481,8660,0.947
jaywcjlove/awesome-mac,111347,2016-07-17T15:33:47Z,3683,10.08,1244,15,2026-08-17T03:21:26Z,1,Swift,159,403,0.717
tauri-apps/tauri,110322,2019-07-13T09:09:37Z,2593,7.1,5674,0,2026-08-17T20:01:17Z,0,Rust,1285,5131,0.8
microsoft/TypeScript,110188,2014-06-17T15:28:39Z,4444,12.17,14892,217,2026-08-14T19:07:48Z,3,TypeScript,5042,38208,0.883
browser-use/browser-use,109598,2024-10-31T16:00:56Z,655,1.79,1895,135,2026-08-18T00:25:56Z,0,Python,101,1504,0.937
axios/axios,109198,2014-08-18T22:30:27Z,4382,12.0,1481,123,2026-08-18T10:13:13Z,0,JavaScript,46,5008,0.991
VoltAgent/awesome-design-md,109055,2026-03-31T16:37:01Z,139,0.38,6,0,2026-07-31T12:32:42Z,18,N/A,307,78,0.203
fatedier/frp,108850,2015-12-21T15:24:59Z,3892,10.66,861,116,2026-08-17T16:24:14Z,0,Go,42,4100,0.99
papers-we-love/papers-we-love,108808,2013-12-15T14:31:41Z,4628,12.67,444,0,2026-07-01T09:14:27Z,48,Shell,2,245,0.992
denoland/deno,108250,2018-05-15T01:34:26Z,3017,8.26,16455,388,2026-08-18T12:36:29Z,0,Rust,1178,13820,0.921
supabase/supabase,108116,2019-10-12T05:56:49Z,2502,6.85,18668,30,2026-08-18T12:33:08Z,0,TypeScript,278,5564,0.952
Graphify-Labs/graphify,107720,2026-04-03T15:49:07Z,136,0.37,135,192,2026-08-17T18:42:58Z,0,Python,473,904,0.656
harry0703/MoneyPrinterTurbo,107547,2024-03-11T02:57:34Z,890,2.44,199,17,2026-08-18T10:05:17Z,0,Python,16,753,0.979
openai/whisper,107517,2022-09-16T20:02:54Z,1431,3.92,122,13,2026-07-28T20:18:29Z,20,Python,0,0,N/A
openai/codex,106616,2025-04-13T05:37:54Z,492,1.35,9560,992,2026-08-18T12:43:27Z,0,Rust,12759,10470,0.451
google-gemini/gemini-cli,106548,2025-04-17T17:04:31Z,487,1.33,6655,588,2026-08-18T02:01:01Z,0,TypeScript,555,13666,0.961
goldbergyoni/nodebestpractices,105585,2017-09-15T08:33:19Z,3259,8.92,766,0,2026-06-15T11:41:04Z,64,Dockerfile,54,288,0.842
DietrichGebert/ponytail,105119,2026-06-12T00:52:37Z,67,0.18,174,15,2026-08-07T21:44:01Z,10,JavaScript,58,211,0.784
microsoft/terminal,104622,2017-08-11T18:38:22Z,3293,9.02,4519,156,2026-08-15T17:59:05Z,2,C++,1649,12409,0.883
deepseek-ai/DeepSeek-V3,104327,2024-12-26T09:52:40Z,600,1.64,25,1,2025-08-28T03:24:37Z,355,Python,143,940,0.868
react/create-react-app,103292,2016-07-17T14:55:11Z,3683,10.08,1949,83,2025-02-15T01:32:11Z,549,JavaScript,1857,6576,0.78
rasbt/LLMs-from-scratch,102897,2023-07-23T18:15:57Z,1121,3.07,507,0,2026-08-10T01:11:40Z,8,Jupyter Notebook,2,238,0.992
pytorch/pytorch,102455,2016-08-13T05:26:41Z,3657,10.01,6591,68,2026-08-18T12:38:54Z,0,Python,13879,46526,0.77
Anduin2017/HowToCook,101876,2020-02-29T10:43:49Z,2362,6.47,645,5,2026-08-17T12:25:16Z,1,N/A,463,392,0.458
neovim/neovim,101847,2014-01-31T13:39:22Z,4581,12.54,19652,54,2026-08-18T12:35:23Z,0,Vim Script,1587,12902,0.89
fastapi/fastapi,101674,2018-12-08T08:21:47Z,2810,7.69,3556,300,2026-08-17T20:15:06Z,0,Python,1,3543,1.0
angular/angular,101003,2014-09-18T16:12:01Z,4351,11.91,7348,689,2026-08-17T22:51:07Z,0,TypeScript,992,29900,0.968
ruanyf/weekly,100685,2018-10-13T12:36:07Z,2866,7.85,120,0,2026-08-14T00:20:26Z,4,N/A,8741,1686,0.162
mtdvio/every-programmer-should-know,100258,2017-08-24T13:18:26Z,3280,8.98,109,0,2025-12-29T19:37:02Z,231,N/A,16,31,0.66
ant-design/ant-design,99108,2015-04-24T15:37:24Z,4133,11.32,18232,759,2026-08-18T11:55:06Z,0,TypeScript,1014,31752,0.969
JuliusBrussee/caveman,98874,2026-04-04T10:03:00Z,136,0.37,58,21,2026-08-18T00:05:53Z,0,Go,227,118,0.342
mui/material-ui,98852,2014-08-18T19:11:54Z,4382,12.0,22174,572,2026-08-18T10:11:02Z,0,JavaScript,1378,19135,0.933
TauricResearch/TradingAgents,98764,2024-12-28T03:31:08Z,598,1.64,27,8,2026-07-18T15:55:05Z,30,Python,182,272,0.599
nvbn/thefuck,97712,2015-04-08T15:08:04Z,4149,11.36,482,17,2024-07-19T14:56:13Z,759,Python,307,483,0.611
tailwindlabs/tailwindcss,97272,2017-10-06T14:59:14Z,3237,8.86,3476,307,2026-08-14T19:43:34Z,3,TypeScript,25,4878,0.995
florinpop17/app-ideas,96875,2019-02-25T18:36:56Z,2730,7.47,151,0,2025-10-11T14:51:21Z,310,N/A,148,53,0.264
microsoft/Web-Dev-For-Beginners,96366,2020-11-10T02:44:00Z,2107,5.77,689,0,2026-08-05T10:13:10Z,13,JavaScript,67,392,0.854
hacksider/Deep-Live-Cam,95991,2023-09-24T13:19:31Z,1058,2.9,122,13,2026-08-13T22:44:22Z,4,Python,22,1156,0.981
puppeteer/puppeteer,95461,2017-05-09T22:16:13Z,3387,9.27,6210,701,2026-08-18T09:04:58Z,0,TypeScript,247,7154,0.967
oven-sh/bun,95443,2021-04-14T00:48:17Z,1952,5.34,9731,214,2026-08-18T12:40:23Z,0,Rust,3212,14311,0.817
ryanmcdermott/clean-code-javascript,94759,2016-11-25T22:25:41Z,3552,9.72,149,0,2024-07-29T07:24:37Z,750,JavaScript,81,166,0.672
microsoft/playwright,94675,2019-11-15T18:32:42Z,2467,6.75,17710,165,2026-08-18T06:48:24Z,0,TypeScript,146,17664,0.992
nvm-sh/nvm,94630,2010-04-15T17:47:47Z,5968,16.34,761,74,2026-08-18T06:42:47Z,0,Shell,337,2111,0.862
iluwatar/java-design-patterns,94579,2014-08-09T16:45:18Z,4391,12.02,1578,0,2026-08-17T22:42:48Z,0,Java,121,865,0.877
karpathy/autoresearch,94059,2026-03-06T22:00:43Z,164,0.45,7,0,2026-03-26T00:07:37Z,145,Python,54,59,0.522
earendil-works/pi,92891,2025-08-09T14:03:50Z,373,1.02,901,255,2026-08-18T12:36:42Z,0,TypeScript,92,5068,0.982
punkpeye/awesome-mcp-servers,92514,2024-11-30T04:49:10Z,626,1.71,3391,0,2026-08-17T21:28:42Z,0,N/A,3,551,0.995
deepseek-ai/DeepSeek-R1,92034,2025-01-20T11:57:28Z,575,1.57,10,1,2025-06-27T08:35:54Z,417,N/A,13,716,0.982
3b1b/manim,91565,2015-03-22T18:50:58Z,4166,11.41,702,13,2026-08-17T20:15:32Z,0,Python,462,775,0.627
thedotmack/claude-mem,91088,2025-08-31T20:50:03Z,351,0.96,509,307,2026-08-18T11:45:29Z,0,JavaScript,14,1910,0.993
storybookjs/storybook,90867,2016-03-18T04:23:44Z,3805,10.42,13122,1000,2026-08-18T12:31:29Z,0,TypeScript,1579,12952,0.891
ruvnet/RuView,90603,2025-06-07T04:32:30Z,437,1.2,399,281,2026-08-18T12:11:51Z,0,Rust,34,430,0.927
opencv/opencv,90484,2012-07-19T09:40:17Z,5143,14.08,14055,69,2026-08-18T08:14:18Z,0,C++,2539,9096,0.782
louislam/uptime-kuma,90288,2021-07-03T01:02:42Z,1872,5.13,1816,131,2026-08-18T08:58:29Z,0,JavaScript,707,4224,0.857
PanJiaChen/vue-element-admin,90203,2017-04-17T03:35:49Z,3410,9.34,311,49,2024-10-24T11:25:46Z,663,Vue,1256,2357,0.652
home-assistant/core,89950,2013-09-17T07:29:48Z,4718,12.92,90057,1000,2026-08-18T12:42:26Z,0,Python,2913,70372,0.96
bitcoin/bitcoin,89932,2010-12-19T15:16:43Z,5720,15.66,16815,68,2026-08-18T12:13:00Z,0,C++,331,8840,0.964
mermaid-js/mermaid,89826,2014-11-01T23:52:32Z,4307,11.79,2814,201,2026-08-18T12:46:06Z,0,TypeScript,1439,2341,0.619
Stirling-Tools/Stirling-PDF,89771,2023-01-27T18:22:42Z,1298,3.55,4104,186,2026-08-18T12:45:15Z,0,Java,365,1494,0.804
sherlock-project/sherlock,89733,2018-12-24T14:30:48Z,2793,7.65,744,2,2026-08-18T05:34:09Z,0,Python,98,1078,0.917
modelcontextprotocol/servers,89654,2024-11-19T01:10:17Z,637,1.74,1227,26,2026-08-10T02:41:59Z,8,TypeScript,247,931,0.79
microsoft/ML-For-Beginners,89476,2021-03-03T01:34:05Z,1994,5.46,496,0,2026-08-12T11:03:44Z,6,Jupyter Notebook,2,163,0.988
gohugoio/hugo,89438,2013-07-04T15:26:26Z,4792,13.12,3481,381,2026-08-18T08:30:09Z,0,Go,215,7992,0.974
vllm-project/vllm,89347,2023-02-09T11:23:20Z,1286,3.52,20035,103,2026-08-18T12:47:11Z,0,Python,2137,15234,0.877
gin-gonic/gin,89079,2014-06-16T23:57:25Z,4445,12.17,1248,29,2026-08-15T05:44:19Z,3,Go,604,1797,0.748
astral-sh/uv,88843,2023-10-02T20:24:11Z,1050,2.87,10112,303,2026-08-18T12:41:52Z,0,Rust,2359,6866,0.744
zed-industries/zed,88819,2021-02-20T03:01:06Z,2005,5.49,26409,1000,2026-08-18T12:43:34Z,0,Rust,2504,20000,0.889
infiniflow/ragflow,88755,2023-12-12T06:13:13Z,980,2.68,8452,52,2026-08-18T12:16:19Z,0,Go,1304,6325,0.829
nexu-io/open-design,88712,2026-04-28T04:25:20Z,112,0.31,2854,27,2026-08-18T12:43:12Z,0,TypeScript,456,1348,0.747
localsend/localsend,88628,2022-12-16T00:46:07Z,1341,3.67,732,26,2026-08-17T23:20:00Z,0,Dart,979,798,0.449
ChatGPTNextWeb/NextChat,88617,2023-03-10T18:27:54Z,1256,3.44,912,77,2026-08-11T02:07:25Z,7,TypeScript,707,2906,0.804
MunGell/awesome-for-beginners,88480,2015-10-24T19:53:36Z,3950,10.81,484,0,2026-07-25T07:00:20Z,24,N/A,20,194,0.907
django/django,88467,2012-04-28T02:47:18Z,5225,14.31,10686,0,2026-08-18T09:38:13Z,0,Python,0,0,N/A
addyosmani/agent-skills,88208,2026-02-15T20:20:26Z,183,0.5,133,9,2026-08-14T18:51:33Z,3,JavaScript,59,75,0.56
sveltejs/svelte,87966,2016-11-20T18:13:05Z,3557,9.74,6782,635,2026-08-18T12:29:32Z,0,JavaScript,964,8205,0.895
PaddlePaddle/PaddleOCR,87867,2020-05-08T10:38:16Z,2293,6.28,3199,33,2026-07-22T11:59:34Z,27,Python,160,10558,0.985
syncthing/syncthing,87748,2013-11-26T09:48:21Z,4648,12.73,2929,478,2026-08-18T11:51:57Z,0,Go,358,5601,0.94
ByteByteGoHq/system-design-101,87281,2023-09-18T20:52:03Z,1064,2.91,23,0,2025-04-04T17:30:30Z,500,N/A,44,20,0.312
odysseus-dev/odysseus,85581,2026-05-31T14:05:51Z,78,0.21,1429,0,2026-08-17T11:41:04Z,1,Python,969,1105,0.533
laravel/laravel,84818,2011-06-08T03:06:08Z,5550,15.2,1710,226,2026-08-17T21:45:24Z,0,Blade,0,0,N/A
macrozheng/mall,84576,2018-04-04T01:11:44Z,3058,8.37,1,3,2026-05-14T08:32:05Z,96,Java,12,494,0.976
OpenCut-app/OpenCut,84499,2025-06-22T08:02:17Z,422,1.16,192,3,2026-08-10T16:38:36Z,7,TypeScript,267,98,0.268
OpenHands/OpenHands,84391,2024-03-13T03:33:31Z,888,2.43,7489,133,2026-08-18T12:36:32Z,0,TypeScript,282,4229,0.937
bregman-arie/devops-exercises,84133,2019-10-03T17:31:21Z,2510,6.87,309,0,2025-12-27T14:22:30Z,233,Python,37,71,0.657
realworld-apps/realworld,84099,2016-02-26T20:49:53Z,3825,10.47,435,0,2026-08-13T21:19:04Z,4,TypeScript,26,523,0.953
DopplerHQ/awesome-interview-questions,84093,2015-11-28T09:48:17Z,3916,10.72,175,0,2024-07-29T14:21:23Z,749,N/A,27,34,0.557
Developer-Y/cs-video-courses,83083,2016-10-21T17:02:11Z,3587,9.82,283,0,2026-07-07T17:42:10Z,41,N/A,0,0,N/A
koala73/worldmonitor,82836,2026-01-08T17:26:06Z,221,0.61,4594,43,2026-08-18T12:44:18Z,0,TypeScript,253,1374,0.844
animate-css/animate.css,82733,2011-10-12T10:07:38Z,5424,14.85,315,22,2024-07-29T19:34:21Z,749,CSS,43,843,0.951
junegunn/fzf,82560,2013-10-23T16:04:23Z,4681,12.82,687,84,2026-08-17T03:11:26Z,1,Go,266,2939,0.917
fighting41love/funNLP,82525,2018-08-21T11:20:39Z,2919,7.99,14,0,2024-05-10T07:38:24Z,830,Python,44,48,0.522
vitejs/vite,82387,2020-04-21T05:03:57Z,2310,6.32,6595,713,2026-08-18T10:12:59Z,0,TypeScript,500,8292,0.943
tonsky/FiraCode,81930,2014-11-11T19:32:38Z,4297,11.76,145,29,2026-07-28T17:02:16Z,20,Clojure,422,965,0.696
lobehub/lobehub,81801,2023-05-21T07:19:12Z,1185,3.24,7863,1000,2026-08-18T12:36:16Z,0,TypeScript,297,6101,0.954
mlabonne/llm-course,81769,2023-06-17T22:16:25Z,1157,3.17,2,0,2026-02-05T13:09:26Z,193,N/A,66,33,0.333
jesseduffield/lazygit,81426,2018-05-19T00:53:06Z,3013,8.25,2046,186,2026-08-18T11:09:40Z,0,Go,855,1843,0.683
spring-projects/spring-boot,81312,2012-10-19T15:02:57Z,5050,13.83,200,352,2026-08-17T19:53:26Z,0,Java,524,42419,0.988
bytedance/deer-flow,80238,2025-05-07T02:50:19Z,468,1.28,1773,1,2026-08-17T11:55:30Z,1,Python,559,1310,0.701
netdata/netdata,80219,2013-06-17T18:39:10Z,4809,13.17,12910,138,2026-08-18T12:18:06Z,0,Go,193,8113,0.977
